COUNTY,Date,CASE_STATUS,Cases,Value,Cases.Cumulative,Deaths.Cumulative,Updated
Alcona,3/31/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alcona,4/1/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alcona,4/2/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alcona,4/3/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alcona,4/4/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alcona,4/5/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alcona,4/6/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alcona,4/7/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alcona,4/8/2020,Confirmed,1,0,1,0,2020/11/14 13:52:15
Alcona,4/9/2020,Confirmed,0,0,1,0,2020/11/14 13:52:15
Alcona,4/10/2020,Confirmed,0,0,1,0,2020/11/14 13:52:15
Alcona,4/11/2020,Confirmed,0,0,1,0,2020/11/14 13:52:15
Alcona,4/12/2020,Confirmed,0,0,1,0,2020/11/14 13:52:15
Alcona,4/13/2020,Confirmed,1,0,2,0,2020/11/14 13:52:15
Alcona,4/14/2020,Confirmed,0,0,2,0,2020/11/14 13:52:15
Alcona,4/15/2020,Confirmed,1,0,3,0,2020/11/14 13:52:15
Alcona,4/16/2020,Confirmed,0,0,3,0,2020/11/14 13:52:15
Alcona,4/17/2020,Confirmed,0,0,3,0,2020/11/14 13:52:15
Alcona,4/18/2020,Confirmed,1,0,4,0,2020/11/14 13:52:15
Alcona,4/19/2020,Confirmed,0,0,4,0,2020/11/14 13:52:15
Alcona,4/20/2020,Confirmed,0,0,4,0,2020/11/14 13:52:15
Alcona,4/21/2020,Confirmed,0,0,4,0,2020/11/14 13:52:15
Alcona,4/22/2020,Confirmed,0,0,4,0,2020/11/14 13:52:15
Alcona,4/23/2020,Confirmed,0,0,4,0,2020/11/14 13:52:15
Alcona,4/24/2020,Confirmed,0,0,4,0,2020/11/14 13:52:15
Alcona,4/25/2020,Confirmed,0,0,4,0,2020/11/14 13:52:15
Alcona,4/26/2020,Confirmed,0,0,4,0,2020/11/14 13:52:15
Alcona,4/27/2020,Confirmed,0,0,4,0,2020/11/14 13:52:15
Alcona,4/28/2020,Confirmed,0,1,4,1,2020/11/14 13:52:15
Alcona,4/29/2020,Confirmed,0,0,4,1,2020/11/14 13:52:15
Alcona,4/30/2020,Confirmed,0,0,4,1,2020/11/14 13:52:15
Alcona,5/1/2020,Confirmed,0,0,4,1,2020/11/14 13:52:15
Alcona,5/2/2020,Confirmed,0,0,4,1,2020/11/14 13:52:15
Alcona,5/3/2020,Confirmed,0,0,4,1,2020/11/14 13:52:15
Alcona,5/4/2020,Confirmed,0,0,4,1,2020/11/14 13:52:15
Alcona,5/5/2020,Confirmed,0,0,4,1,2020/11/14 13:52:15
Alcona,5/6/2020,Confirmed,1,0,5,1,2020/11/14 13:52:15
Alcona,5/7/2020,Confirmed,0,0,5,1,2020/11/14 13:52:15
Alcona,5/8/2020,Confirmed,0,0,5,1,2020/11/14 13:52:15
Alcona,5/9/2020,Confirmed,1,0,6,1,2020/11/14 13:52:15
Alcona,5/10/2020,Confirmed,0,0,6,1,2020/11/14 13:52:15
Alcona,5/11/2020,Confirmed,0,0,6,1,2020/11/14 13:52:15
Alcona,5/12/2020,Confirmed,0,0,6,1,2020/11/14 13:52:15
Alcona,5/13/2020,Confirmed,0,0,6,1,2020/11/14 13:52:15
Alcona,5/14/2020,Confirmed,1,0,7,1,2020/11/14 13:52:15
Alcona,5/15/2020,Confirmed,1,0,8,1,2020/11/14 13:52:15
Alcona,5/16/2020,Confirmed,0,0,8,1,2020/11/14 13:52:15
Alcona,5/17/2020,Confirmed,1,0,9,1,2020/11/14 13:52:15
Alcona,5/18/2020,Confirmed,2,0,11,1,2020/11/14 13:52:15
Alcona,5/19/2020,Confirmed,1,0,12,1,2020/11/14 13:52:15
Alcona,5/20/2020,Confirmed,1,0,13,1,2020/11/14 13:52:15
Alcona,5/21/2020,Confirmed,0,0,13,1,2020/11/14 13:52:15
Alcona,5/22/2020,Confirmed,2,0,15,1,2020/11/14 13:52:15
Alcona,5/23/2020,Confirmed,0,0,15,1,2020/11/14 13:52:15
Alcona,5/24/2020,Confirmed,1,0,16,1,2020/11/14 13:52:15
Alcona,5/25/2020,Confirmed,0,0,16,1,2020/11/14 13:52:15
Alcona,5/26/2020,Confirmed,1,0,17,1,2020/11/14 13:52:15
Alcona,5/27/2020,Confirmed,1,0,18,1,2020/11/14 13:52:15
Alcona,5/28/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,5/29/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,5/30/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,5/31/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/1/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/2/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/3/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/4/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/5/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/6/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/7/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/8/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/9/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/10/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/11/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/12/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/13/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/14/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/15/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/16/2020,Confirmed,0,0,18,1,2020/11/14 13:52:15
Alcona,6/17/2020,Confirmed,1,0,19,1,2020/11/14 13:52:15
Alcona,6/18/2020,Confirmed,0,0,19,1,2020/11/14 13:52:15
Alcona,6/19/2020,Confirmed,1,0,20,1,2020/11/14 13:52:15
Alcona,6/20/2020,Confirmed,0,0,20,1,2020/11/14 13:52:15
Alcona,6/21/2020,Confirmed,0,0,20,1,2020/11/14 13:52:15
Alcona,6/22/2020,Confirmed,0,0,20,1,2020/11/14 13:52:15
Alcona,6/23/2020,Confirmed,0,0,20,1,2020/11/14 13:52:15
Alcona,6/24/2020,Confirmed,0,0,20,1,2020/11/14 13:52:15
Alcona,6/25/2020,Confirmed,0,0,20,1,2020/11/14 13:52:15
Alcona,6/26/2020,Confirmed,0,0,20,1,2020/11/14 13:52:15
Alcona,6/27/2020,Confirmed,1,0,21,1,2020/11/14 13:52:15
Alcona,6/28/2020,Confirmed,0,0,21,1,2020/11/14 13:52:15
Alcona,6/29/2020,Confirmed,0,0,21,1,2020/11/14 13:52:15
Alcona,6/30/2020,Confirmed,0,0,21,1,2020/11/14 13:52:15
Alcona,7/1/2020,Confirmed,0,0,21,1,2020/11/14 13:52:15
Alcona,7/2/2020,Confirmed,0,0,21,1,2020/11/14 13:52:15
Alcona,7/3/2020,Confirmed,1,0,22,1,2020/11/14 13:52:15
Alcona,7/4/2020,Confirmed,0,0,22,1,2020/11/14 13:52:15
Alcona,7/5/2020,Confirmed,1,0,23,1,2020/11/14 13:52:15
Alcona,7/6/2020,Confirmed,0,0,23,1,2020/11/14 13:52:15
Alcona,7/7/2020,Confirmed,0,0,23,1,2020/11/14 13:52:15
Alcona,7/8/2020,Confirmed,0,0,23,1,2020/11/14 13:52:15
Alcona,7/9/2020,Confirmed,1,0,24,1,2020/11/14 13:52:15
Alcona,7/10/2020,Confirmed,0,0,24,1,2020/11/14 13:52:15
Alcona,7/11/2020,Confirmed,0,0,24,1,2020/11/14 13:52:15
Alcona,7/12/2020,Confirmed,0,0,24,1,2020/11/14 13:52:15
Alcona,7/13/2020,Confirmed,1,0,25,1,2020/11/14 13:52:15
Alcona,7/14/2020,Confirmed,0,0,25,1,2020/11/14 13:52:15
Alcona,7/15/2020,Confirmed,0,0,25,1,2020/11/14 13:52:15
Alcona,7/16/2020,Confirmed,0,0,25,1,2020/11/14 13:52:15
Alcona,7/17/2020,Confirmed,0,0,25,1,2020/11/14 13:52:15
Alcona,7/18/2020,Confirmed,0,0,25,1,2020/11/14 13:52:15
Alcona,7/19/2020,Confirmed,0,0,25,1,2020/11/14 13:52:15
Alcona,7/20/2020,Confirmed,0,0,25,1,2020/11/14 13:52:15
Alcona,7/21/2020,Confirmed,0,0,25,1,2020/11/14 13:52:15
Alcona,7/22/2020,Confirmed,1,0,26,1,2020/11/14 13:52:15
Alcona,7/23/2020,Confirmed,0,0,26,1,2020/11/14 13:52:15
Alcona,7/24/2020,Confirmed,0,0,26,1,2020/11/14 13:52:15
Alcona,7/25/2020,Confirmed,0,0,26,1,2020/11/14 13:52:15
Alcona,7/26/2020,Confirmed,0,0,26,1,2020/11/14 13:52:15
Alcona,7/27/2020,Confirmed,0,0,26,1,2020/11/14 13:52:15
Alcona,7/28/2020,Confirmed,0,0,26,1,2020/11/14 13:52:15
Alcona,7/29/2020,Confirmed,0,0,26,1,2020/11/14 13:52:15
Alcona,7/30/2020,Confirmed,1,0,27,1,2020/11/14 13:52:15
Alcona,7/31/2020,Confirmed,0,0,27,1,2020/11/14 13:52:15
Alcona,8/1/2020,Confirmed,0,0,27,1,2020/11/14 13:52:15
Alcona,8/2/2020,Confirmed,0,0,27,1,2020/11/14 13:52:15
Alcona,8/3/2020,Confirmed,0,0,27,1,2020/11/14 13:52:15
Alcona,8/4/2020,Confirmed,0,0,27,1,2020/11/14 13:52:15
Alcona,8/5/2020,Confirmed,0,0,27,1,2020/11/14 13:52:15
Alcona,8/6/2020,Confirmed,1,0,28,1,2020/11/14 13:52:15
Alcona,8/7/2020,Confirmed,0,0,28,1,2020/11/14 13:52:15
Alcona,8/8/2020,Confirmed,0,0,28,1,2020/11/14 13:52:15
Alcona,8/9/2020,Confirmed,0,0,28,1,2020/11/14 13:52:15
Alcona,8/10/2020,Confirmed,0,0,28,1,2020/11/14 13:52:15
Alcona,8/11/2020,Confirmed,0,0,28,1,2020/11/14 13:52:15
Alcona,8/12/2020,Confirmed,0,0,28,1,2020/11/14 13:52:15
Alcona,8/13/2020,Confirmed,0,0,28,1,2020/11/14 13:52:15
Alcona,8/14/2020,Confirmed,0,0,28,1,2020/11/14 13:52:15
Alcona,8/15/2020,Confirmed,0,1,28,2,2020/11/14 13:52:15
Alcona,8/16/2020,Confirmed,0,0,28,2,2020/11/14 13:52:15
Alcona,8/17/2020,Confirmed,0,0,28,2,2020/11/14 13:52:15
Alcona,8/18/2020,Confirmed,0,0,28,2,2020/11/14 13:52:15
Alcona,8/19/2020,Confirmed,0,0,28,2,2020/11/14 13:52:15
Alcona,8/20/2020,Confirmed,0,0,28,2,2020/11/14 13:52:15
Alcona,8/21/2020,Confirmed,1,0,29,2,2020/11/14 13:52:15
Alcona,8/22/2020,Confirmed,0,0,29,2,2020/11/14 13:52:15
Alcona,8/23/2020,Confirmed,0,0,29,2,2020/11/14 13:52:15
Alcona,8/24/2020,Confirmed,0,0,29,2,2020/11/14 13:52:15
Alcona,8/25/2020,Confirmed,2,0,31,2,2020/11/14 13:52:15
Alcona,8/26/2020,Confirmed,0,0,31,2,2020/11/14 13:52:15
Alcona,8/27/2020,Confirmed,0,0,31,2,2020/11/14 13:52:15
Alcona,8/28/2020,Confirmed,0,0,31,2,2020/11/14 13:52:15
Alcona,8/29/2020,Confirmed,0,0,31,2,2020/11/14 13:52:15
Alcona,8/30/2020,Confirmed,0,0,31,2,2020/11/14 13:52:15
Alcona,8/31/2020,Confirmed,1,0,32,2,2020/11/14 13:52:15
Alcona,9/1/2020,Confirmed,0,0,32,2,2020/11/14 13:52:15
Alcona,9/2/2020,Confirmed,0,0,32,2,2020/11/14 13:52:15
Alcona,9/3/2020,Confirmed,0,0,32,2,2020/11/14 13:52:15
Alcona,9/4/2020,Confirmed,0,0,32,2,2020/11/14 13:52:15
Alcona,9/5/2020,Confirmed,1,0,33,2,2020/11/14 13:52:15
Alcona,9/6/2020,Confirmed,0,0,33,2,2020/11/14 13:52:15
Alcona,9/7/2020,Confirmed,0,0,33,2,2020/11/14 13:52:15
Alcona,9/8/2020,Confirmed,1,0,34,2,2020/11/14 13:52:15
Alcona,9/9/2020,Confirmed,0,0,34,2,2020/11/14 13:52:15
Alcona,9/10/2020,Confirmed,0,0,34,2,2020/11/14 13:52:15
Alcona,9/11/2020,Confirmed,0,0,34,2,2020/11/14 13:52:15
Alcona,9/12/2020,Confirmed,0,0,34,2,2020/11/14 13:52:15
Alcona,9/13/2020,Confirmed,1,0,35,2,2020/11/14 13:52:15
Alcona,9/14/2020,Confirmed,0,0,35,2,2020/11/14 13:52:15
Alcona,9/15/2020,Confirmed,0,0,35,2,2020/11/14 13:52:15
Alcona,9/16/2020,Confirmed,0,0,35,2,2020/11/14 13:52:15
Alcona,9/17/2020,Confirmed,0,0,35,2,2020/11/14 13:52:15
Alcona,9/18/2020,Confirmed,0,0,35,2,2020/11/14 13:52:15
Alcona,9/19/2020,Confirmed,0,0,35,2,2020/11/14 13:52:15
Alcona,9/20/2020,Confirmed,0,0,35,2,2020/11/14 13:52:15
Alcona,9/21/2020,Confirmed,1,0,36,2,2020/11/14 13:52:15
Alcona,9/22/2020,Confirmed,0,0,36,2,2020/11/14 13:52:15
Alcona,9/23/2020,Confirmed,1,0,37,2,2020/11/14 13:52:15
Alcona,9/24/2020,Confirmed,1,0,38,2,2020/11/14 13:52:15
Alcona,9/25/2020,Confirmed,0,0,38,2,2020/11/14 13:52:15
Alcona,9/26/2020,Confirmed,0,0,38,2,2020/11/14 13:52:15
Alcona,9/27/2020,Confirmed,0,0,38,2,2020/11/14 13:52:15
Alcona,9/28/2020,Confirmed,1,0,39,2,2020/11/14 13:52:15
Alcona,9/29/2020,Confirmed,0,0,39,2,2020/11/14 13:52:15
Alcona,9/30/2020,Confirmed,0,0,39,2,2020/11/14 13:52:15
Alcona,10/1/2020,Confirmed,1,0,40,2,2020/11/14 13:52:15
Alcona,10/2/2020,Confirmed,0,0,40,2,2020/11/14 13:52:15
Alcona,10/3/2020,Confirmed,0,0,40,2,2020/11/14 13:52:15
Alcona,10/4/2020,Confirmed,0,0,40,2,2020/11/14 13:52:15
Alcona,10/5/2020,Confirmed,0,0,40,2,2020/11/14 13:52:15
Alcona,10/6/2020,Confirmed,0,0,40,2,2020/11/14 13:52:15
Alcona,10/7/2020,Confirmed,0,0,40,2,2020/11/14 13:52:15
Alcona,10/8/2020,Confirmed,1,0,41,2,2020/11/14 13:52:15
Alcona,10/9/2020,Confirmed,1,0,42,2,2020/11/14 13:52:15
Alcona,10/10/2020,Confirmed,0,0,42,2,2020/11/14 13:52:15
Alcona,10/11/2020,Confirmed,1,0,43,2,2020/11/14 13:52:15
Alcona,10/12/2020,Confirmed,0,0,43,2,2020/11/14 13:52:15
Alcona,10/13/2020,Confirmed,0,0,43,2,2020/11/14 13:52:15
Alcona,10/14/2020,Confirmed,0,0,43,2,2020/11/14 13:52:15
Alcona,10/15/2020,Confirmed,0,0,43,2,2020/11/14 13:52:15
Alcona,10/16/2020,Confirmed,1,0,44,2,2020/11/14 13:52:15
Alcona,10/17/2020,Confirmed,1,0,45,2,2020/11/14 13:52:15
Alcona,10/18/2020,Confirmed,0,0,45,2,2020/11/14 13:52:15
Alcona,10/19/2020,Confirmed,0,0,45,2,2020/11/14 13:52:15
Alcona,10/20/2020,Confirmed,0,0,45,2,2020/11/14 13:52:15
Alcona,10/21/2020,Confirmed,0,0,45,2,2020/11/14 13:52:15
Alcona,10/22/2020,Confirmed,0,0,45,2,2020/11/14 13:52:15
Alcona,10/23/2020,Confirmed,0,0,45,2,2020/11/14 13:52:15
Alcona,10/24/2020,Confirmed,1,0,46,2,2020/11/14 13:52:15
Alcona,10/25/2020,Confirmed,2,0,48,2,2020/11/14 13:52:15
Alcona,10/26/2020,Confirmed,0,1,48,3,2020/11/14 13:52:15
Alcona,10/27/2020,Confirmed,0,0,48,3,2020/11/14 13:52:15
Alcona,10/28/2020,Confirmed,1,0,49,3,2020/11/14 13:52:15
Alcona,10/29/2020,Confirmed,1,0,50,3,2020/11/14 13:52:15
Alcona,10/30/2020,Confirmed,0,0,50,3,2020/11/14 13:52:15
Alcona,10/31/2020,Confirmed,0,0,50,3,2020/11/14 13:52:15
Alcona,11/1/2020,Confirmed,4,0,54,3,2020/11/14 13:52:15
Alcona,11/2/2020,Confirmed,1,0,55,3,2020/11/14 13:52:15
Alcona,11/3/2020,Confirmed,2,0,57,3,2020/11/14 13:52:15
Alcona,11/4/2020,Confirmed,1,0,58,3,2020/11/14 13:52:15
Alcona,11/5/2020,Confirmed,3,0,61,3,2020/11/14 13:52:15
Alcona,11/6/2020,Confirmed,0,0,61,3,2020/11/14 13:52:15
Alcona,11/7/2020,Confirmed,1,0,62,3,2020/11/14 13:52:15
Alcona,11/8/2020,Confirmed,4,0,66,3,2020/11/14 13:52:15
Alcona,11/9/2020,Confirmed,4,0,70,3,2020/11/14 13:52:15
Alcona,11/10/2020,Confirmed,3,0,73,3,2020/11/14 13:52:15
Alcona,11/11/2020,Confirmed,2,0,75,3,2020/11/14 13:52:15
Alcona,11/12/2020,Confirmed,2,0,77,3,2020/11/14 13:52:15
Alcona,11/13/2020,Confirmed,2,0,79,3,2020/11/14 13:52:15
Alcona,11/14/2020,Confirmed,3,0,82,3,2020/11/14 13:52:15
Alger,3/1/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/2/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/3/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/4/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/5/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/6/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/7/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/8/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/9/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/10/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/11/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/12/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/13/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/14/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/15/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/16/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/17/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/18/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/19/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/20/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/21/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/22/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/23/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/24/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/25/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/26/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/27/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/28/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/29/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/30/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,3/31/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/1/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/2/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/3/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/4/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/5/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/6/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/7/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/8/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/9/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/10/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/11/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/12/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/13/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/14/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/15/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/16/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/17/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/18/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/19/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/20/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/21/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/22/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/23/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/24/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/25/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/26/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/27/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/28/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/29/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,4/30/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/1/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/2/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/3/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/4/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/5/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/6/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/7/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/8/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/9/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/10/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/11/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/12/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/13/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/14/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/15/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/16/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/17/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/18/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/19/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/20/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/21/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/22/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/23/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/24/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/25/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/26/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/27/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/28/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/29/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/30/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,5/31/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,6/1/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,6/2/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,6/3/2020,Confirmed,0,0,0,0,2020/11/14 13:52:15
Alger,6/4/2020,Confirmed,1,0,1,0,2020/11/14 13:52:15
Alger,6/5/2020,Confirmed,0,0,1,0,2020/11/14 13:52:15
Alger,6/6/2020,Confirmed,0,0,1,0,2020/11/14 13:52:15
Alger,6/7/2020,Confirmed,0,0,1,0,2020/11/14 13:52:15
